amount,merchant_type,location,time_of_day,fraud
1.07,fashion,TX,morning,0
735.46,travel,CA,morning,0
135.55,fashion,CA,evening,0
211.56,travel,TX,evening,0
41.88,fashion,CA,night,0
1.73,grocery,FL,morning,0
160.67,electronics,NY,evening,0
215.6,grocery,TX,evening,0
161.87,electronics,FL,morning,0
18.5,travel,NY,night,0
168.01,electronics,CA,afternoon,0
175.8,fashion,CA,night,0
128.94,fashion,CA,evening,0
174.35,grocery,CA,afternoon,0
224.44,electronics,FL,afternoon,0
114.11,travel,FL,night,1
11.13,travel,NY,afternoon,0
80.24,fashion,TX,evening,0
9.7,travel,NY,morning,0
62.82,fashion,TX,morning,0
62.73,fashion,CA,morning,0
8.19,fashion,CA,night,0
51.48,grocery,CA,morning,0
14.12,grocery,CA,morning,0
198.18,fashion,FL,morning,0
354.06,fashion,NY,afternoon,0
9.01,fashion,TX,afternoon,0
372.44,travel,TX,afternoon,0
88.72,fashion,FL,evening,0
42.73,fashion,CA,evening,0
9.6,electronics,NY,evening,0
83.33,electronics,CA,morning,0
189.89,electronics,FL,afternoon,0
147.35,electronics,TX,evening,0
6.18,fashion,FL,night,1
9.08,electronics,TX,afternoon,0
61.88,travel,NY,morning,0
42.0,travel,TX,afternoon,0
31.74,electronics,NY,morning,0
39.59,grocery,CA,evening,0
195.24,travel,CA,morning,0
317.8,travel,FL,morning,0
62.32,electronics,NY,night,0
283.88,electronics,CA,afternoon,0
46.54,fashion,NY,morning,0
77.65,travel,CA,night,0
30.75,electronics,CA,night,0
122.76,electronics,TX,night,0
463.48,fashion,FL,evening,0
111.01,travel,TX,evening,0
53.15,electronics,NY,morning,0
125.23,fashion,CA,afternoon,0
15.74,electronics,FL,evening,0
263.42,grocery,CA,evening,0
83.92,grocery,CA,morning,0
71.6,electronics,TX,morning,0
105.79,travel,NY,evening,0
117.63,grocery,FL,morning,0
8.94,fashion,FL,night,1
137.72,electronics,FL,morning,0
33.24,fashion,NY,night,0
150.19,grocery,FL,evening,0
207.48,travel,NY,afternoon,0
195.53,fashion,FL,night,1
96.49,grocery,CA,afternoon,0
88.12,grocery,NY,evening,0
18.5,grocery,TX,morning,0
179.18,fashion,FL,night,1
38.0,grocery,TX,night,0
82.39,electronics,NY,evening,0
40.13,grocery,CA,evening,0
17.24,electronics,TX,morning,0
119.17,travel,TX,afternoon,0
6.7,electronics,CA,night,0
165.71,travel,CA,afternoon,0
45.85,travel,NY,night,0
0.02,electronics,FL,night,1
85.88,travel,TX,morning,0
5.76,electronics,TX,night,0
38.78,fashion,NY,night,0
147.3,travel,FL,evening,0
7.77,electronics,NY,morning,0
219.41,travel,TX,evening,0
0.46,grocery,TX,night,0
34.01,electronics,CA,morning,0
162.07,grocery,CA,night,0
45.62,travel,FL,morning,0
12.9,travel,TX,afternoon,0
53.6,fashion,TX,afternoon,0
37.83,electronics,CA,morning,0
221.96,grocery,NY,night,0
45.11,fashion,NY,morning,0
186.67,travel,TX,night,0
266.93,travel,TX,afternoon,0
68.26,fashion,FL,night,1
288.88,grocery,FL,evening,0
56.85,travel,CA,afternoon,0
399.17,travel,TX,evening,0
11.22,electronics,NY,afternoon,0
139.39,fashion,FL,afternoon,0
81.7,travel,CA,evening,0
58.85,grocery,CA,morning,0
120.19,electronics,NY,night,0
146.03,fashion,FL,afternoon,0
0.52,grocery,NY,night,0
21.92,travel,CA,afternoon,0
149.81,fashion,TX,night,0
131.73,fashion,NY,afternoon,0
405.94,grocery,CA,morning,0
171.77,fashion,TX,afternoon,0
361.36,grocery,TX,morning,0
145.5,travel,FL,afternoon,0
42.47,electronics,FL,night,1
13.36,grocery,CA,evening,0
182.69,electronics,NY,afternoon,0
123.99,fashion,TX,afternoon,0
5.93,grocery,FL,morning,0
53.56,travel,FL,night,1
377.03,grocery,NY,morning,0
83.27,grocery,FL,night,1
68.03,grocery,CA,night,0
73.43,electronics,NY,morning,0
28.12,electronics,TX,evening,0
55.2,fashion,CA,night,0
55.41,fashion,TX,evening,0
6.45,fashion,TX,morning,0
175.1,fashion,FL,evening,0
64.65,grocery,CA,night,0
207.24,electronics,CA,morning,0
227.93,electronics,NY,evening,0
28.59,electronics,CA,morning,0
128.53,electronics,NY,morning,0
76.7,fashion,CA,evening,0
254.59,grocery,TX,night,0
29.16,electronics,NY,night,0
135.91,travel,CA,night,0
112.3,grocery,NY,night,0
42.0,travel,FL,afternoon,0
17.63,grocery,FL,morning,0
126.54,grocery,NY,morning,0
161.0,grocery,NY,afternoon,0
45.51,travel,TX,morning,0
124.22,electronics,CA,morning,0
60.33,electronics,FL,evening,0
149.88,travel,FL,afternoon,0
26.66,electronics,CA,morning,0
265.11,fashion,FL,morning,0
40.66,electronics,FL,afternoon,0
55.02,fashion,NY,afternoon,0
7.18,fashion,FL,evening,0
14.19,fashion,FL,evening,0
87.05,travel,FL,night,1
37.37,electronics,CA,night,0
216.57,electronics,TX,evening,0
1.78,travel,NY,morning,0
57.19,travel,TX,afternoon,0
49.38,electronics,FL,evening,0
2.34,travel,FL,night,1
15.94,travel,FL,afternoon,0
64.06,fashion,TX,night,0
81.48,travel,CA,morning,0
62.16,fashion,CA,morning,0
90.84,grocery,NY,night,0
108.5,fashion,TX,afternoon,0
1.2,fashion,CA,night,0
74.86,travel,NY,afternoon,0
397.25,electronics,FL,evening,0
87.83,grocery,FL,night,1
135.81,grocery,NY,night,0
44.85,grocery,CA,afternoon,0
178.46,electronics,TX,evening,0
177.9,grocery,NY,afternoon,0
88.4,grocery,CA,afternoon,0
447.63,electronics,NY,night,0
16.1,grocery,CA,night,0
2.05,travel,FL,afternoon,0
176.44,travel,NY,morning,0
197.5,fashion,TX,morning,0
15.37,fashion,NY,morning,0
37.04,fashion,FL,night,1
2.12,travel,FL,night,1
41.66,travel,CA,evening,0
178.01,travel,FL,night,1
87.57,fashion,CA,evening,0
51.34,fashion,FL,night,1
55.78,fashion,CA,morning,0
0.16,fashion,TX,morning,0
42.77,fashion,CA,afternoon,0
124.77,fashion,CA,afternoon,0
438.86,travel,TX,evening,0
225.33,electronics,CA,evening,0
2.87,electronics,CA,afternoon,0
274.6,fashion,TX,evening,0
183.45,electronics,FL,night,1
181.9,electronics,NY,morning,0
73.5,travel,CA,afternoon,0
60.9,fashion,FL,afternoon,0
43.3,fashion,NY,night,0
8.15,electronics,TX,evening,0
31.09,fashion,CA,afternoon,0
33.98,fashion,CA,afternoon,0
79.42,fashion,TX,night,0
165.13,fashion,CA,morning,0
77.05,electronics,NY,afternoon,0
7.15,grocery,NY,afternoon,0
379.81,electronics,TX,night,0
343.19,travel,CA,afternoon,0
184.56,grocery,FL,afternoon,0
569.72,grocery,CA,morning,0
94.36,grocery,TX,afternoon,0
394.87,electronics,FL,night,1
9.43,travel,NY,morning,0
54.62,electronics,NY,morning,0
30.65,travel,FL,morning,0
26.15,electronics,FL,evening,0
18.21,electronics,TX,night,0
116.87,electronics,CA,evening,0
182.42,grocery,NY,afternoon,0
103.61,electronics,CA,morning,0
19.07,travel,NY,evening,0
200.0,travel,CA,afternoon,0
121.26,travel,NY,evening,0
58.96,grocery,CA,morning,0
134.55,electronics,TX,afternoon,0
36.12,electronics,NY,morning,0
50.81,fashion,TX,morning,0
299.37,grocery,NY,evening,0
41.18,travel,NY,night,0
76.18,travel,NY,afternoon,0
265.03,electronics,CA,afternoon,0
147.61,travel,NY,night,0
7.71,electronics,TX,afternoon,0
19.12,electronics,CA,evening,0
0.94,fashion,CA,afternoon,0
119.61,grocery,NY,evening,0
71.23,electronics,FL,afternoon,0
17.3,electronics,CA,evening,0
380.22,electronics,NY,night,0
90.52,fashion,TX,afternoon,0
33.23,electronics,FL,evening,0
83.32,grocery,CA,morning,0
136.59,grocery,FL,morning,0
9.52,travel,CA,morning,0
38.54,grocery,FL,afternoon,0
197.39,travel,FL,evening,0
73.87,grocery,TX,morning,0
94.91,travel,FL,afternoon,0
68.05,electronics,TX,evening,0
5.39,fashion,NY,morning,0
21.75,fashion,CA,morning,0
70.77,fashion,TX,afternoon,0
28.16,electronics,CA,evening,0
6.15,fashion,TX,afternoon,0
222.68,grocery,CA,morning,0
476.82,travel,TX,afternoon,0
189.09,electronics,CA,afternoon,0
230.72,fashion,NY,morning,0
33.25,grocery,CA,morning,0
388.16,grocery,NY,evening,0
26.32,electronics,NY,evening,0
362.97,electronics,NY,morning,0
631.54,fashion,FL,morning,0
149.26,travel,CA,night,0
476.51,fashion,FL,night,1
101.15,fashion,FL,evening,0
36.06,electronics,CA,afternoon,0
68.94,fashion,NY,morning,0
108.04,fashion,FL,morning,0
9.11,travel,FL,afternoon,0
116.85,grocery,TX,evening,0
476.73,grocery,CA,night,0
25.3,travel,FL,evening,0
188.77,grocery,CA,afternoon,0
286.18,fashion,CA,morning,0
345.25,travel,FL,night,1
386.67,travel,CA,afternoon,0
88.44,electronics,NY,morning,0
454.29,grocery,FL,evening,0
169.92,electronics,FL,night,1
21.16,fashion,FL,morning,0
77.76,travel,TX,morning,0
152.04,fashion,TX,morning,0
34.1,grocery,TX,morning,0
122.8,electronics,TX,morning,0
131.81,grocery,FL,evening,0
21.31,fashion,NY,afternoon,0
99.91,electronics,CA,night,0
177.21,grocery,CA,evening,0
82.91,fashion,FL,night,1
1.46,grocery,NY,morning,0
1.09,travel,CA,afternoon,0
53.0,electronics,NY,morning,0
312.76,electronics,FL,evening,0
31.16,electronics,TX,evening,0
120.73,travel,NY,night,0
30.14,electronics,CA,morning,0
46.57,travel,CA,morning,0
226.1,electronics,CA,afternoon,0
156.62,grocery,TX,afternoon,0
12.03,grocery,NY,morning,0
67.18,grocery,NY,night,0
3.55,grocery,CA,afternoon,0
78.68,travel,NY,morning,0
130.32,fashion,CA,morning,0
15.14,fashion,NY,morning,0
40.91,grocery,TX,evening,0
60.87,fashion,TX,night,0
302.39,fashion,FL,morning,0
599.87,electronics,FL,morning,1
5.51,travel,FL,morning,0
171.76,grocery,NY,afternoon,0
55.77,fashion,TX,morning,0
59.8,fashion,TX,evening,0
168.42,grocery,TX,evening,0
300.75,electronics,CA,night,0
361.74,grocery,NY,morning,0
103.28,electronics,NY,morning,0
53.02,fashion,FL,morning,0
185.89,travel,CA,evening,0
34.68,electronics,CA,afternoon,0
99.63,electronics,TX,afternoon,0
53.29,grocery,FL,morning,0
128.27,fashion,NY,afternoon,0
33.0,travel,CA,night,0
25.52,grocery,TX,evening,0
300.47,grocery,NY,morning,0
12.88,travel,TX,afternoon,0
84.62,fashion,NY,morning,0
29.95,travel,TX,morning,0
4.76,grocery,NY,evening,0
4.4,grocery,FL,evening,0
23.12,electronics,NY,afternoon,0
241.88,travel,NY,evening,0
39.83,travel,NY,night,0
360.59,travel,TX,morning,0
104.56,grocery,CA,evening,0
68.85,fashion,NY,afternoon,0
104.13,grocery,NY,afternoon,0
87.25,electronics,FL,afternoon,0
170.64,grocery,NY,night,0
39.84,grocery,FL,evening,0
52.26,grocery,NY,evening,0
269.42,electronics,TX,night,0
351.27,travel,CA,evening,0
267.7,fashion,CA,evening,0
65.25,fashion,CA,evening,0
181.89,electronics,TX,night,0
77.63,travel,FL,night,1
82.59,travel,CA,afternoon,0
27.48,electronics,TX,night,0
107.32,grocery,TX,night,0
24.72,travel,NY,afternoon,0
48.34,fashion,FL,night,1
231.75,electronics,TX,evening,0
27.84,fashion,FL,morning,0
8.86,grocery,CA,afternoon,0
8.58,electronics,CA,morning,0
339.19,fashion,CA,morning,0
84.85,fashion,NY,afternoon,0
63.2,grocery,NY,morning,0
199.84,electronics,FL,morning,0
216.82,travel,FL,afternoon,0
48.45,travel,NY,afternoon,0
141.95,fashion,TX,evening,0
176.95,grocery,FL,afternoon,0
127.58,fashion,FL,night,1
19.73,grocery,CA,morning,0
250.38,travel,FL,afternoon,0
92.95,fashion,FL,evening,0
39.83,fashion,TX,afternoon,0
66.45,grocery,FL,morning,0
4.6,electronics,TX,afternoon,0
16.42,grocery,CA,morning,0
174.06,electronics,NY,afternoon,0
0.0,travel,CA,evening,0
64.66,fashion,TX,night,0
88.71,fashion,TX,evening,0
6.74,grocery,FL,afternoon,0
433.78,grocery,FL,morning,0
30.76,travel,NY,evening,0
43.52,travel,TX,night,0
43.48,electronics,TX,night,0
31.43,travel,CA,morning,0
0.18,travel,NY,afternoon,0
156.83,travel,CA,evening,0
408.79,travel,FL,evening,0
30.48,electronics,FL,morning,0
130.54,travel,CA,evening,0
162.53,electronics,FL,morning,0
226.4,grocery,CA,morning,0
65.91,fashion,TX,afternoon,0
43.3,grocery,TX,morning,0
47.22,travel,FL,evening,0
149.63,fashion,NY,morning,0
203.65,travel,TX,evening,0
24.05,travel,FL,morning,0
55.62,grocery,NY,afternoon,0
278.66,travel,FL,afternoon,0
197.22,grocery,CA,morning,0
502.84,travel,FL,morning,0
168.41,electronics,CA,morning,0
59.95,fashion,TX,afternoon,0
107.18,grocery,TX,night,0
129.82,grocery,FL,morning,0
9.8,fashion,NY,night,0
94.36,grocery,FL,morning,0
148.26,fashion,FL,evening,0
21.97,electronics,TX,afternoon,0
182.04,travel,TX,night,0
105.18,electronics,FL,night,1
364.94,travel,TX,afternoon,0
5.2,fashion,CA,night,0
37.0,electronics,FL,morning,0
110.42,travel,TX,night,0
42.21,fashion,FL,morning,0
150.39,travel,TX,night,0
170.76,grocery,CA,evening,0
12.98,grocery,CA,night,0
86.55,fashion,FL,night,1
85.33,travel,CA,morning,0
55.31,grocery,CA,afternoon,0
324.23,electronics,TX,evening,0
210.89,travel,FL,afternoon,0
143.37,travel,TX,morning,0
150.35,grocery,TX,evening,0
74.32,grocery,NY,night,0
304.59,fashion,CA,afternoon,0
142.33,travel,TX,afternoon,0
156.67,electronics,TX,afternoon,0
237.39,grocery,TX,night,0
38.44,travel,CA,morning,0
197.45,grocery,CA,night,0
26.07,fashion,CA,night,0
50.84,travel,FL,morning,0
49.07,travel,TX,morning,0
460.91,fashion,CA,night,0
233.0,electronics,TX,morning,0
144.95,grocery,FL,afternoon,0
155.82,fashion,NY,evening,0
99.08,travel,FL,morning,0
352.7,fashion,CA,evening,0
82.28,travel,CA,afternoon,0
57.46,fashion,FL,morning,0
21.36,electronics,TX,night,0
185.13,travel,CA,night,0
159.11,fashion,CA,afternoon,0
58.21,electronics,FL,morning,0
3.06,electronics,TX,night,0
219.16,grocery,FL,morning,0
1.38,travel,FL,evening,0
145.97,grocery,TX,night,0
421.82,electronics,TX,afternoon,0
69.08,grocery,NY,night,0
32.14,grocery,FL,afternoon,0
146.44,fashion,TX,afternoon,0
203.88,grocery,CA,evening,0
94.87,electronics,NY,evening,0
409.48,grocery,FL,afternoon,0
6.37,travel,TX,night,0
84.33,fashion,NY,afternoon,0
152.1,electronics,NY,morning,0
238.22,grocery,CA,morning,0
23.71,travel,NY,night,0
193.13,electronics,FL,night,1
96.54,grocery,TX,evening,0
60.61,fashion,NY,morning,0
16.95,grocery,NY,afternoon,0
240.56,electronics,FL,afternoon,0
20.53,electronics,CA,morning,0
44.49,electronics,CA,morning,0
41.11,travel,TX,evening,0
246.14,grocery,FL,morning,0
134.03,grocery,CA,evening,0
191.16,grocery,TX,night,0
34.6,fashion,TX,night,0
117.66,travel,CA,morning,0
101.76,travel,FL,morning,0
214.65,fashion,NY,morning,0
283.85,travel,CA,morning,0
1.47,fashion,NY,afternoon,0
134.51,electronics,NY,afternoon,0
6.39,electronics,FL,night,1
95.52,travel,FL,afternoon,0
40.7,electronics,TX,morning,0
43.97,electronics,FL,evening,0
52.24,electronics,TX,night,0
116.52,grocery,CA,morning,0
48.78,electronics,NY,afternoon,0
158.33,grocery,FL,evening,0
62.21,fashion,CA,evening,0
8.5,fashion,TX,afternoon,0
183.76,fashion,FL,morning,0
40.38,fashion,NY,evening,0
68.04,fashion,CA,evening,0
138.79,electronics,FL,afternoon,0
48.5,electronics,FL,evening,0
6.99,electronics,CA,evening,0
56.19,fashion,TX,evening,0
346.85,fashion,TX,night,0
123.18,grocery,FL,morning,0
133.58,travel,TX,morning,0
120.05,electronics,TX,afternoon,0
26.63,travel,CA,morning,0
65.02,fashion,TX,evening,0
166.81,fashion,TX,morning,0
12.83,fashion,CA,night,0
39.06,travel,FL,evening,0
38.81,grocery,FL,evening,0
67.88,fashion,CA,night,0
471.68,grocery,NY,night,0
8.39,grocery,CA,morning,0
87.75,electronics,NY,morning,0
23.72,travel,TX,morning,0
423.52,fashion,FL,night,1
14.43,grocery,NY,morning,0
62.02,travel,NY,afternoon,0
160.68,travel,TX,morning,0
146.31,fashion,FL,night,1
65.93,electronics,TX,night,0
51.05,electronics,FL,afternoon,0
60.82,grocery,FL,evening,0
36.83,electronics,TX,afternoon,0
27.58,electronics,NY,night,0
79.17,electronics,CA,evening,0
37.52,travel,FL,afternoon,0
40.67,fashion,FL,afternoon,0
128.32,travel,CA,evening,0
415.07,travel,CA,afternoon,0
111.05,fashion,TX,evening,0
9.61,travel,FL,morning,0
9.43,grocery,TX,evening,0
362.95,grocery,CA,afternoon,0
42.34,travel,TX,morning,0
11.59,electronics,FL,night,1
109.67,travel,NY,night,0
117.27,electronics,NY,night,0
125.47,travel,FL,afternoon,0
37.34,grocery,TX,morning,0
1.83,electronics,CA,evening,0
402.34,grocery,CA,night,0
34.66,travel,NY,night,0
135.25,fashion,TX,morning,0
147.16,electronics,CA,morning,0
113.0,electronics,CA,morning,0
45.03,travel,FL,afternoon,0
37.95,travel,TX,morning,0
109.26,electronics,TX,evening,0
241.28,fashion,CA,evening,0
351.89,travel,TX,night,0
13.43,travel,TX,evening,0
20.19,travel,TX,morning,0
347.48,fashion,FL,evening,0
160.06,electronics,CA,night,0
257.46,grocery,NY,afternoon,0
27.17,travel,TX,evening,0
106.29,fashion,CA,night,0
144.93,electronics,NY,night,0
136.77,electronics,FL,morning,0
62.94,fashion,CA,night,0
1.86,travel,FL,evening,0
104.94,grocery,CA,night,0
35.02,travel,FL,night,1
71.8,electronics,CA,morning,0
379.22,grocery,FL,morning,0
61.11,travel,NY,evening,0
219.76,grocery,CA,night,0
25.07,fashion,NY,afternoon,0
133.94,travel,TX,night,0
452.71,electronics,NY,afternoon,0
12.9,electronics,CA,evening,0
1.0,grocery,NY,morning,0
68.21,fashion,CA,evening,0
11.66,travel,FL,morning,0
165.58,fashion,TX,morning,0
295.18,fashion,NY,night,0
68.3,grocery,TX,night,0
35.92,grocery,NY,morning,0
68.38,travel,CA,afternoon,0
154.24,electronics,NY,afternoon,0
1.09,travel,TX,night,0
106.83,fashion,NY,evening,0
114.01,grocery,TX,afternoon,0
121.83,fashion,TX,morning,0
33.25,grocery,CA,night,0
150.23,electronics,FL,night,1
11.5,fashion,FL,morning,0
26.67,grocery,NY,evening,0
251.93,travel,TX,morning,0
161.06,travel,CA,evening,0
1.66,travel,FL,night,1
34.26,fashion,CA,evening,0
28.96,grocery,CA,morning,0
37.9,grocery,TX,night,0
34.13,grocery,NY,afternoon,0
7.75,fashion,TX,night,0
73.71,grocery,FL,morning,0
158.34,electronics,FL,morning,0
111.99,fashion,CA,night,0
134.09,electronics,TX,night,0
10.16,electronics,TX,night,0
363.12,travel,CA,evening,0
218.78,fashion,NY,afternoon,0
196.23,grocery,CA,evening,0
207.78,electronics,CA,morning,0
323.85,fashion,FL,night,1
94.3,grocery,TX,evening,0
26.82,travel,FL,evening,0
115.1,fashion,CA,morning,0
162.99,fashion,TX,evening,0
160.69,fashion,CA,morning,0
88.44,grocery,CA,evening,0
8.51,electronics,NY,afternoon,0
55.66,electronics,FL,morning,0
304.24,fashion,FL,afternoon,0
105.38,fashion,CA,evening,0
92.75,grocery,NY,afternoon,0
37.58,travel,CA,afternoon,0
55.15,fashion,CA,afternoon,0
270.85,fashion,CA,evening,0
131.76,travel,NY,morning,0
185.79,fashion,TX,evening,0
72.69,electronics,NY,evening,0
119.39,fashion,CA,evening,0
34.26,electronics,TX,morning,0
146.68,grocery,CA,night,0
66.95,grocery,NY,evening,0
70.12,electronics,NY,evening,0
125.75,electronics,TX,morning,0
330.39,travel,NY,night,0
7.94,electronics,CA,night,0
208.98,electronics,TX,night,0
41.5,fashion,FL,night,1
70.42,travel,CA,morning,0
2.66,electronics,FL,morning,0
42.98,electronics,TX,night,0
83.81,electronics,TX,afternoon,0
6.94,fashion,CA,morning,0
81.06,fashion,NY,afternoon,0
314.26,fashion,CA,afternoon,0
13.36,grocery,NY,night,0
173.5,fashion,NY,night,0
63.25,electronics,CA,evening,0
127.77,fashion,TX,afternoon,0
36.17,fashion,CA,evening,0
20.85,travel,FL,night,1
20.99,electronics,TX,afternoon,0
8.77,fashion,NY,morning,0
24.64,grocery,TX,evening,0
130.96,travel,CA,night,0
256.13,fashion,TX,afternoon,0
201.92,travel,NY,night,0
138.67,travel,NY,evening,0
14.04,grocery,TX,night,0
40.96,grocery,FL,night,1
44.49,grocery,NY,morning,0
34.51,electronics,FL,night,1
86.83,travel,NY,afternoon,0
92.03,fashion,TX,afternoon,0
52.97,grocery,NY,morning,0
52.4,grocery,FL,afternoon,0
211.62,travel,FL,night,1
186.87,travel,TX,night,0
44.14,travel,FL,afternoon,0
294.11,fashion,FL,evening,0
366.44,electronics,TX,night,0
47.48,electronics,NY,afternoon,0
52.51,grocery,TX,night,0
84.54,electronics,NY,night,0
339.87,fashion,NY,morning,0
250.81,electronics,NY,afternoon,0
12.99,fashion,CA,night,0
59.85,grocery,NY,evening,0
96.72,travel,TX,afternoon,0
83.93,fashion,TX,evening,0
25.86,travel,TX,afternoon,0
234.92,grocery,CA,evening,0
135.59,fashion,FL,evening,0
218.35,fashion,CA,afternoon,0
234.88,electronics,TX,morning,0
165.57,fashion,TX,morning,0
69.41,grocery,FL,afternoon,0
113.16,travel,CA,night,0
20.97,fashion,TX,afternoon,0
134.37,grocery,NY,afternoon,0
23.7,grocery,NY,night,0
142.08,fashion,TX,afternoon,0
31.3,electronics,NY,afternoon,0
15.01,fashion,FL,night,1
21.68,fashion,TX,night,0
0.24,electronics,CA,morning,0
152.22,grocery,TX,evening,0
158.19,fashion,FL,evening,0
86.82,electronics,CA,morning,0
21.12,travel,FL,morning,0
10.47,travel,NY,evening,0
2.32,electronics,NY,morning,0
21.75,grocery,NY,afternoon,0
265.81,electronics,FL,morning,0
33.18,grocery,FL,morning,0
52.49,travel,TX,morning,0
13.36,fashion,CA,morning,0
30.18,electronics,CA,evening,0
87.88,travel,FL,night,1
112.3,fashion,FL,evening,0
33.78,travel,NY,evening,0
7.14,electronics,FL,night,1
59.52,electronics,NY,evening,0
32.02,fashion,FL,afternoon,0
29.75,electronics,CA,night,0
385.85,travel,TX,afternoon,0
114.95,fashion,FL,evening,0
97.67,fashion,NY,evening,0
64.5,travel,TX,night,0
67.23,grocery,NY,evening,0
93.42,fashion,NY,morning,0
143.06,grocery,TX,afternoon,0
145.34,travel,TX,afternoon,0
22.6,travel,TX,morning,0
83.2,fashion,FL,night,1
63.71,electronics,TX,night,0
245.31,fashion,FL,morning,0
119.77,electronics,CA,morning,0
91.24,grocery,CA,afternoon,0
14.71,electronics,NY,morning,0
111.66,fashion,NY,morning,0
14.96,electronics,FL,morning,0
49.36,travel,NY,evening,0
18.5,grocery,CA,morning,0
141.35,travel,FL,evening,0
27.72,travel,FL,afternoon,0
59.68,travel,TX,afternoon,0
271.23,travel,FL,night,1
27.43,electronics,NY,afternoon,0
85.07,travel,CA,night,0
65.22,electronics,NY,evening,0
2.19,travel,CA,morning,0
188.86,fashion,TX,afternoon,0
8.59,travel,CA,morning,0
77.15,fashion,TX,night,0
98.7,electronics,NY,evening,0
118.8,grocery,TX,afternoon,0
140.01,electronics,FL,morning,0
35.05,grocery,FL,night,1
1.2,grocery,CA,morning,0
154.24,travel,NY,afternoon,0
92.06,grocery,NY,morning,0
217.03,electronics,CA,evening,0
206.7,travel,FL,afternoon,0
222.43,grocery,TX,night,0
79.65,electronics,CA,afternoon,0
48.71,grocery,TX,night,0
188.17,grocery,TX,night,0
72.02,travel,NY,afternoon,0
24.32,travel,FL,night,1
231.7,electronics,TX,afternoon,0
257.02,travel,FL,evening,0
75.35,travel,NY,evening,0
9.45,fashion,CA,morning,0
58.89,fashion,CA,evening,0
195.27,electronics,NY,night,0
278.46,travel,NY,morning,0
27.3,electronics,TX,morning,0
8.32,fashion,NY,afternoon,0
251.81,fashion,CA,morning,0
59.2,fashion,FL,afternoon,0
93.64,electronics,FL,morning,0
413.29,travel,FL,evening,0
8.27,grocery,FL,afternoon,0
125.4,travel,NY,night,0
9.24,electronics,NY,morning,0
56.49,fashion,FL,evening,0
195.44,grocery,NY,evening,0
68.19,electronics,TX,afternoon,0
704.62,fashion,NY,afternoon,0
98.26,electronics,TX,afternoon,0
46.48,grocery,TX,night,0
29.83,fashion,NY,night,0
51.79,travel,FL,night,1
55.93,electronics,TX,morning,0
8.54,grocery,NY,night,0
55.36,travel,CA,afternoon,0
74.89,grocery,FL,evening,0
153.93,electronics,CA,evening,0
128.31,grocery,TX,afternoon,0
148.04,fashion,CA,night,0
1.01,grocery,NY,night,0
29.46,electronics,FL,afternoon,0
130.05,fashion,TX,evening,0
79.4,grocery,NY,morning,0
0.64,grocery,FL,evening,0
195.86,fashion,TX,night,0
177.84,travel,TX,evening,0
95.4,travel,TX,night,0
8.25,fashion,TX,evening,0
174.56,grocery,CA,afternoon,0
105.17,travel,CA,night,0
182.77,fashion,CA,morning,0
167.2,electronics,TX,morning,0
194.95,grocery,CA,afternoon,0
87.58,electronics,FL,evening,0
18.14,grocery,TX,afternoon,0
133.46,travel,FL,afternoon,0
116.26,electronics,FL,morning,0
162.69,electronics,CA,morning,0
22.34,fashion,TX,night,0
26.03,travel,CA,night,0
265.32,travel,CA,night,0
166.34,grocery,CA,afternoon,0
286.61,fashion,TX,afternoon,0
170.61,fashion,TX,night,0
109.1,grocery,CA,morning,0
127.4,electronics,FL,morning,0
263.93,grocery,FL,evening,0
103.76,grocery,TX,night,0
120.09,grocery,NY,afternoon,0
20.42,fashion,CA,evening,0
77.08,grocery,CA,evening,0
151.22,grocery,NY,evening,0
37.92,grocery,TX,night,0
27.12,travel,FL,night,1
45.2,electronics,TX,night,0
33.17,electronics,FL,morning,0
29.04,electronics,FL,evening,0
66.38,electronics,TX,morning,0
286.11,fashion,CA,night,0
84.88,fashion,CA,morning,0
24.98,grocery,CA,morning,0
9.61,fashion,FL,afternoon,0
142.95,electronics,CA,night,0
57.91,travel,FL,evening,0
207.0,grocery,CA,night,0
129.28,grocery,TX,morning,0
190.9,electronics,NY,night,0
38.09,electronics,FL,night,1
141.46,electronics,TX,afternoon,0
36.79,fashion,FL,afternoon,0
335.76,grocery,FL,night,1
121.4,electronics,TX,afternoon,0
47.08,travel,CA,morning,0
37.69,grocery,FL,morning,0
25.42,grocery,NY,morning,0
142.35,fashion,NY,afternoon,0
29.62,grocery,TX,night,0
108.55,electronics,NY,morning,0
36.89,electronics,TX,evening,0
130.15,travel,TX,morning,0
202.45,grocery,FL,night,1
180.62,grocery,TX,morning,0
171.68,fashion,TX,evening,0
24.95,electronics,CA,morning,0
11.1,travel,FL,morning,0
144.06,electronics,NY,night,0
55.13,grocery,CA,morning,0
67.95,grocery,CA,morning,0
3.8,travel,FL,afternoon,0
36.06,grocery,FL,night,1
4.11,travel,CA,night,0
253.62,travel,FL,night,1
33.47,electronics,FL,night,1
97.79,travel,TX,morning,0
4.77,grocery,FL,evening,0
131.9,fashion,TX,evening,0
46.81,fashion,CA,afternoon,0
273.84,grocery,CA,morning,0
262.84,fashion,NY,night,0
47.22,fashion,FL,night,1
277.47,travel,CA,evening,0
667.4,fashion,TX,afternoon,0
209.44,fashion,CA,morning,0
223.62,fashion,FL,afternoon,0
34.36,electronics,NY,morning,0
103.16,grocery,NY,afternoon,0
8.35,travel,CA,afternoon,0
11.97,fashion,NY,night,0
